query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChdDSUhNMG9nS0VJQ0FnSUN1alAyNl9nRRAB,https://www.google.com/maps/contrib/109104358329755672364?hl=en-US,Vinod Singh,109104358329755672364,https://lh3.googleusercontent.com/a/AItbvmlMX8dChSWCio6EIY3FEUKg09MfPZg3AJZSsiO7=s120-c-c0x00000000-cc-rp-mo-br100,"My first experience remain very good. Cordinate, testing procedures and lab reports with advice. I really thanks to Healthians. Good job and all the best 👍",https://lh3.googleusercontent.com/a/AItbvmlMX8dChSWCio6EIY3FEUKg09MfPZg3AJZSsiO7,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1alAyNl9nRRAB!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICujP26_gE%7CCgwI9N_qlgYQyKeyiQM%7C?hl=en-US,5,1658499060,07/22/2022 14:11:00,0,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1ak16Z0R3EAE,https://www.google.com/maps/contrib/104467692228940608856?hl=en-US,Tara Deswal,104467692228940608856,https://lh3.googleusercontent.com/a-/AFdZucrjM0Gs9vgzzN1ba0iqdNRjQjViI3Ev4bsFpmawXQ=s120-c-c0x00000000-cc-rp-mo-br100,"good service,",https://lh3.googleusercontent.com/a-/AFdZucrjM0Gs9vgzzN1ba0iqdNRjQjViI3Ev4bsFpmawXQ,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1ak16Z0R3EAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICujMzgDw%7CCgwI0KjqlgYQqN-RugE%7C?hl=en-US,5,1658491984,07/22/2022 12:13:04,0,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1OVB2dU5REAE,https://www.google.com/maps/contrib/116523870725858930132?hl=en-US,Deepak Sharma,116523870725858930132,https://lh3.googleusercontent.com/a/AItbvmndN7Vslmx8vFs2V9e0ptuxKZJbqMU4E8wDiwP5=s120-c-c0x00000000-cc-rp-mo-br100,"Yesterday I booked a test at Healthians.
I had to go out of Delhi so I canceled the test.
But healthians followed me that why they are not getting the test done, why they are not getting it done, at least they called me 50 times.
By calling me harassing me from morning till evening.",https://lh3.googleusercontent.com/a/AItbvmndN7Vslmx8vFs2V9e0ptuxKZJbqMU4E8wDiwP5,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1OVB2dU5REAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICu9PvuNQ%7CCgsIroTqlgYQuNyoaA%7C?hl=en-US,1,1658487342,07/22/2022 10:55:42,5,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChdDSUhNMG9nS0VJQ0FnSUN1OUxLNWdBRRAB,https://www.google.com/maps/contrib/115319582301667849200?hl=en-US,shubhdeep banga,115319582301667849200,https://lh3.googleusercontent.com/a-/AFdZuco23lzz39zcEhh8jpv3IahBSkKGklTqPLKFNOBGzGI=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Completely misguided. They attract you with great prices and in the end you have to pay extra for everything. Told me cost is 1300 and had to pay 2070 when sample collector came.,https://lh3.googleusercontent.com/a-/AFdZuco23lzz39zcEhh8jpv3IahBSkKGklTqPLKFNOBGzGI,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1OUxLNWdBRRAB!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICu9LK5gAE%7CCgsIuL3plgYQuO-WXg%7C?hl=en-US,1,1658478264,07/22/2022 08:24:24,1,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1dFBDZkpnEAE,https://www.google.com/maps/contrib/110021775416550972222?hl=en-US,ram ram,110021775416550972222,https://lh3.googleusercontent.com/a/AItbvmkMG4L5L9BFMufwbDRP7UIKvxVeu0Uiul-jvatL=s120-c-c0x00000000-cc-rp-mo-br100,Timely service n reporting. Cost is affordable,https://lh3.googleusercontent.com/a/AItbvmkMG4L5L9BFMufwbDRP7UIKvxVeu0Uiul-jvatL,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1dFBDZkpnEAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICutPCfJg%7CCgwI8fPnlgYQwMfg0wM%7C?hl=en-US,5,1658452465,07/22/2022 01:14:25,0,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1bEtMdVhnEAE,https://www.google.com/maps/contrib/114841549737096523762?hl=en-US,Sonali Jha,114841549737096523762,https://lh3.googleusercontent.com/a-/AFdZucqj9NDJAhhOxJapFc5RF5GL98VVDp75Cz6EbpRytKI=s120-c-c0x00000000-cc-rp-mo-br100,They did not gave the full report and charged extra also and there’s no one to help… careless also waste of money.,https://lh3.googleusercontent.com/a-/AFdZucqj9NDJAhhOxJapFc5RF5GL98VVDp75Cz6EbpRytKI,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1bEtMdVhnEAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICulKLuXg%7CCgsI6IrmlgYQ8OfDDQ%7C?hl=en-US,1,1658422632,07/21/2022 16:57:12,2,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1NVA2RkR3EAE,https://www.google.com/maps/contrib/100003863715662526429?hl=en-US,Nishit Bannerjee,100003863715662526429,https://lh3.googleusercontent.com/a-/AFdZucp3qf_exS1W7JfJb0Im8wuQ72m0-FCH3OOTeGP8=s120-c-c0x00000000-cc-rp-mo-br100,"The best part is that the blood collection agent at Healthians are highly co-operative, prompt and willing to help. We have always had a great experience.",https://lh3.googleusercontent.com/a-/AFdZucp3qf_exS1W7JfJb0Im8wuQ72m0-FCH3OOTeGP8,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1NVA2RkR3EAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICu5P6FDw%7CCgwImcLllgYQkJmXlAI%7C?hl=en-US,5,1658413337,07/21/2022 14:22:17,2,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1NUw3R2NREAE,https://www.google.com/maps/contrib/101637989730870496293?hl=en-US,Biplob Ghosh,101637989730870496293,https://lh3.googleusercontent.com/a-/AFdZucrAiRDa5dNPG2BICYRNKZjE1a3IZbxWcc_bF7mD=s120-c-c0x00000000-cc-rp-mo-br100,I am please with the service I receive from Healthians. The collection agent are kind and helpful. strongly recommended!,https://lh3.googleusercontent.com/a-/AFdZucrAiRDa5dNPG2BICYRNKZjE1a3IZbxWcc_bF7mD,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1NUw3R2NREAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICu5L7GcQ%7CCgwIqMHllgYQsOvinwI%7C?hl=en-US,5,1658413224,07/21/2022 14:20:24,3,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1NU42X0FnEAE,https://www.google.com/maps/contrib/111925180672647178165?hl=en-US,Rakhi Basok,111925180672647178165,https://lh3.googleusercontent.com/a-/AFdZucqH0mSkfurPam1ZSJIKnVTo4BEZ3yrNsUpnmV4J=s120-c-c0x00000000-cc-rp-mo-br100,I did my malaria test with the healthian. The healthians' agent was very patient and answered all of my questions. I received my results at the deadline. I had a fantastic experience here. Thank you very much.,https://lh3.googleusercontent.com/a-/AFdZucqH0mSkfurPam1ZSJIKnVTo4BEZ3yrNsUpnmV4J,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1NU42X0FnEAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICu5N6_Ag%7CCgwIgcHllgYQ-JeUkwM%7C?hl=en-US,5,1658413185,07/21/2022 14:19:45,3,5962894189545451318
"https://www.google.com/maps/place/Healthians/@28.5113305,77.088747,17z/data=!3m1!4b1!4m5!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.5113258!4d77.0909357",Healthians,0x390d181ccee9abed:0x52c074ac3118ef36,ChIJ7avpzhwYDTkRNu8YMax0wFI,"https://www.google.com/maps/place/Healthians/@28.511325799999998,77.0909357,14z/data=!4m8!1m2!2m1!1sHealthians!3m4!1s0x390d181ccee9abed:0x52c074ac3118ef36!8m2!3d28.511325799999998!4d77.0909357",https://search.google.com/local/reviews?placeid=ChIJ7avpzhwYDTkRNu8YMax0wFI&q=Healthians&authuser=0&hl=en&gl=UA,"{""1"": 995, ""2"": 66, ""3"": 92, ""4"": 596, ""5"": 2569}",4318,3.9,ChZDSUhNMG9nS0VJQ0FnSUN1NU42Rk9BEAE,https://www.google.com/maps/contrib/107473954577991186316?hl=en-US,Joyonto Choudhury,107473954577991186316,https://lh3.googleusercontent.com/a-/AFdZucqTYTy4s-WcKo03tXtAJJlmcRdTArlwzBQR8US-=s120-c-c0x00000000-cc-rp-mo-br100,It has been an excellent experience with healthians. Their collection agent is polite and helpful. Thank you for your excellent service.,https://lh3.googleusercontent.com/a-/AFdZucqTYTy4s-WcKo03tXtAJJlmcRdTArlwzBQR8US-,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1NU42Rk9BEAE!2m1!1s0x0:0x52c074ac3118ef36!3m1!1s2@1:CIHM0ogKEICAgICu5N6FOA%7CCgwI3sDllgYQiMK_4gE%7C?hl=en-US,5,1658413150,07/21/2022 14:19:10,5,5962894189545451318
